,symbol,name,reportDate,fiscalDateEnding,estimate,currency
1339,FCBC,First Community Bankshares Inc,2024-01-17,2023-12-31,0.67,USD
178,AMTB,Amerant Bancorp Inc - Class A,2024-01-17,2023-12-31,0.44,USD
1719,HLFN,HLFN,2024-01-17,2023-12-31,0,USD
1742,HOMB,Home Bancshares Inc,2024-01-17,2023-12-31,0.45,USD
388,BANC,Banc of California Inc,2024-01-17,2023-12-31,0.07,USD
3801,WAYN,WAYN,2024-01-17,2023-12-31,,USD
389,BANF,Bancfirst Corp,2024-01-17,2023-12-31,1.44,USD
171,AMNB,American National Bankshares Inc,2024-01-17,2023-12-31,0.53,USD
390,BANR,Banner Corp,2024-01-17,2023-12-31,1.3,USD
2269,MENXF,MENXF,2024-01-17,2023-12-31,,CAD
2698,OZK,Bank OZK,2024-01-17,2023-12-31,1.46,USD
2239,MCB,Metropolitan Bank Holding Corp,2024-01-17,2023-12-31,1.51,USD
2656,OONEF,OONEF,2024-01-17,2023-10-31,,CAD
1809,IDW,IDW,2024-01-17,2023-10-31,-0.17,USD
477,BIOAF,BIOAF,2024-01-17,2023-11-30,,CAD
3207,SIVB,SIVB,2024-01-17,2023-12-31,,USD
1861,INDB,Independent Bank Corp,2024-01-17,2023-12-31,1.23,USD
3002,RHUHF,RHUHF,2024-01-17,2023-11-30,,CAD
3474,THFF,First Financial Corp - Indiana,2024-01-17,2023-12-31,1.13,USD
1991,KARO,Karooooo Ltd,2024-01-17,2023-11-30,0.29,ZAR
733,CFNB,CFNB,2024-01-17,2023-12-31,0,USD
731,CFG,Citizens Financial Group Inc,2024-01-17,2023-12-31,0.78,USD
663,CASS,Cass Information Systems Inc,2024-01-17,2023-12-31,0.48,USD
3418,TAL,TAL Education Group,2024-01-17,2023-11-30,0.02,USD
861,CNXC,Concentrix Corp,2024-01-17,2023-11-30,3.16,USD
681,CBSH,Commerce Bancshares Inc,2024-01-17,2023-12-31,0.87,USD
502,BKU,BankUnited Inc,2024-01-17,2023-12-31,0.7,USD
940,CSTR,CapStar Financial Holdings Inc,2024-01-17,2023-12-31,0.34,USD
702,CCNE,CNB Financial Corp (PA),2024-01-17,2023-12-31,0.54,USD
2849,PPG,PPG Industries Inc,2024-01-17,2023-12-31,1.49,USD
1831,IIIN,Insteel Industries Inc,2024-01-17,2023-12-31,0.05,USD
2011,KEY,Keycorp,2024-01-18,2023-12-31,0.25,USD
3367,STT,State Street Corp,2024-01-18,2023-12-31,1.81,USD
1999,KCDMY,KCDMY,2024-01-18,2023-12-31,0.1656,MXN
2692,OVLY,Oak Valley Bancorp,2024-01-18,2023-12-31,,USD
2493,NIDB,NIDB,2024-01-18,2023-12-31,,USD
1325,FAST,Fastenal Company,2024-01-18,2023-12-31,0.45,USD
1335,FBSI,FBSI,2024-01-18,2023-12-31,,USD
3458,TFC,Truist Financial Corporation,2024-01-18,2023-12-31,0.89,USD
1486,FXNC,First National Corp (Strasburg VA),2024-01-18,2023-12-31,0.47,USD
3208,SIVBQ,SIVBQ,2024-01-18,2023-12-31,4.23,USD
2399,MTB,M & T Bank Corp,2024-01-18,2023-12-31,3.66,USD
692,CCBC,CCBC,2024-01-18,2023-12-31,,USD
481,BIOQ,BIOQ,2024-01-18,2023-11-30,,USD
684,CBTN,CBTN,2024-01-18,2023-12-31,,USD
119,AITX,AITX,2024-01-18,2023-11-30,,USD
141,ALLY,Ally Financial Inc,2024-01-18,2023-12-31,0.57,USD
1671,HBAN,Huntington Bancshares Inc,2024-01-18,2023-12-31,0.27,USD
778,CIZN,Citizens Holding Company,2024-01-18,2023-12-31,,USD
3318,SRCE,1st Source Corp,2024-01-18,2023-12-31,1.15,USD
2301,MILFF,MILFF,2024-01-18,2023-11-30,,CAD
189,ANICF,ANICF,2024-01-18,2023-12-31,,CAD
3224,SLB,SLB,2024-01-18,2023-12-31,0.84,USD
769,CIBH,CIBH,2024-01-18,2023-12-31,,USD
1510,GCBC,Greene County Bancorp Inc,2024-01-18,2023-12-31,,USD
439,BEDU,Bright Scholar Education Holdings Ltd,2024-01-18,2023-11-30,0,CNY
1331,FBMS,First Bancshares Inc Miss,2024-01-18,2023-12-31,0.68,USD
807,CMA,Comerica Inc,2024-01-19,2023-12-31,1.39,USD
1390,FITB,Fifth Third Bancorp,2024-01-19,2023-12-31,0.89,USD
2986,RF,Regions Financial Corp,2024-01-19,2023-12-31,0.49,USD
3832,WIT,Wipro Ltd,2024-01-19,2023-12-31,0.0618,INR
1291,ETRUF,ETRUF,2024-01-20,2023-12-31,,CAD
3331,SSBK,Southern States Bancshares Inc,2024-01-20,2023-12-31,0.87,USD
1607,GOVB,GOVB,2024-01-22,2023-12-31,,USD
2764,PFC,Premier Financial Corp,2024-01-22,2023-12-31,0.56,USD
2334,MMM,3M Company,2024-01-22,2023-12-31,2.3,USD
1067,DGTHF,DGTHF,2024-01-22,2023-11-30,,CAD
2346,MNSB,MainStreet Bancshares Inc,2024-01-22,2023-12-31,0.67,USD
3330,SSBI,Summit State Bank,2024-01-22,2023-12-31,,USD
1526,GE,General Electric Company,2024-01-22,2023-12-31,0.89,USD
666,CATC,Cambridge Bancorp,2024-01-22,2023-12-31,0.93,USD
3574,TSBK,Timberland Bancorp Inc,2024-01-22,2023-12-31,,USD
2752,PEBO,Peoples Bancorp Inc (Marietta OH),2024-01-22,2023-12-31,0.95,USD
2390,MSFT,Microsoft Corporation,2024-01-22,2023-12-31,2.78,USD
1504,GBFH,GBFH,2024-01-22,2023-12-31,,USD
2751,PEBK,Peoples Bancorp Of North Carolina Inc,2024-01-22,2023-12-31,,USD
2729,PCAR,Paccar Inc,2024-01-22,2023-12-31,2.21,USD
1498,GATX,GATX Corp,2024-01-22,2023-12-31,1.58,USD
2407,MTRAF,MTRAF,2024-01-22,2023-12-31,,USD
2928,QNBC,QNBC,2024-01-22,2023-12-31,,USD
2439,NAVI,Navient Corp,2024-01-22,2023-12-31,0.75,USD
2918,QCRH,QCR Holding Inc,2024-01-22,2023-12-31,1.35,USD
2440,NBHC,National Bank Holdings Corp - Class A,2024-01-22,2023-12-31,0.82,USD
3230,SLGN,Silgan Holdings Inc,2024-01-22,2023-12-31,0.58,USD
749,CHCO,City Holding Company,2024-01-22,2023-12-31,1.9,USD
1197,EFSC,Enterprise Financial Services Corp,2024-01-22,2023-12-31,1.19,USD
2858,PRK,Park National Corp,2024-01-22,2023-12-31,1.89,USD
1679,HCBC,HCBC,2024-01-22,2023-12-31,,USD
686,CBU,Community Bank System Inc,2024-01-22,2023-12-31,0.84,USD
498,BKR,Baker Hughes Co - Class A,2024-01-22,2023-12-31,0.48,USD
511,BLKLF,BLKLF,2024-01-22,2023-10-31,,CAD
521,BMRC,Bank of Marin Bancorp,2024-01-22,2023-12-31,0.32,USD
2241,MCBI,MCBI,2024-01-22,2023-12-31,0.38,USD
2242,MCBS,MetroCity Bankshares Inc,2024-01-22,2023-12-31,0.5,USD
1672,HBCP,Home Bancorp Inc,2024-01-22,2023-12-31,1.04,USD
3551,TRMK,Trustmark Corp,2024-01-22,2023-12-31,0.58,USD
1666,HAL,Halliburton Company,2024-01-22,2023-12-31,0.8,USD
1663,HAFC,Hanmi Financial Corp,2024-01-22,2023-12-31,0.59,USD
727,CFB,Crossfirst Bankshares Inc,2024-01-22,2023-12-31,0.36,USD
1070,DHR,Danaher Corp,2024-01-22,2023-12-31,1.87,USD
729,CFFI,C & F Financial Corp,2024-01-22,2023-12-31,,USD
3561,TRST,Trustco Bank Corp,2024-01-22,2023-12-31,0.66,USD
3798,WAL,Western Alliance Bancorp,2024-01-22,2023-12-31,1.92,USD
1069,DHI,D.R. Horton Inc,2024-01-22,2023-12-31,2.87,USD
734,CFOK,CFOK,2024-01-22,2023-12-31,,USD
3247,SMBK,SmartFinancial Inc,2024-01-22,2023-12-31,0.41,USD
3566,TRV,Travelers Companies Inc,2024-01-22,2023-12-31,4.93,USD
2647,ONB,Old National Bancorp,2024-01-22,2023-12-31,0.48,USD
2444,NBTB,NBT Bancorp. Inc,2024-01-22,2023-12-31,0.75,USD
282,ASRV,Ameriserv Financial Inc,2024-01-22,2023-12-31,,USD
2581,NWBI,Northwest Bancshares Inc,2024-01-22,2023-12-31,0.24,USD
2590,NXGN,NextGen Healthcare Inc,2024-01-22,2023-12-31,0.27,USD
3405,SYF,Synchrony Financial,2024-01-22,2023-12-31,0.99,USD
2675,ORRF,Orrstown Financial Services Inc,2024-01-22,2023-12-31,0.8,USD
1369,FFMH,FFMH,2024-01-22,2023-12-31,,USD
1367,FFIV,F5 Inc,2024-01-22,2023-12-31,3.04,USD
588,BSET,Bassett Furniture Industries Inc,2024-01-22,2023-11-30,-0.05,USD
3656,UNP,Union Pacific Corp,2024-01-22,2023-12-31,2.54,USD
3064,RTX,RTX Corp,2024-01-22,2023-12-31,1.17,USD
1024,CZWI,Citizens Community Bancorp Inc MD,2024-01-22,2023-12-31,0.26,USD
1020,CZBT,CZBT,2024-01-22,2023-12-31,,USD
3420,TARO,Taro Pharmaceutical Industries,2024-01-22,2023-12-31,0.3,USD
573,BRO,Brown & Brown Inc,2024-01-22,2023-12-31,0.53,USD
3650,UMPQ,UMPQ,2024-01-22,2023-12-31,,USD
3648,UMBF,UMB Financial Corp,2024-01-22,2023-12-31,1.46,USD
3294,SOUN,SoundHound AI Inc - Class A,2024-01-22,2023-12-31,-0.0633,USD
1342,FCF,First Commonwealth Financial Corp,2024-01-22,2023-12-31,0.39,USD
3030,RNST,Renasant Corp,2024-01-22,2023-12-31,0.64,USD
974,CURN,CURN,2024-01-22,2023-10-31,,USD
1007,CXT,Crane NXT Company,2024-01-22,2023-12-31,0.9945,USD
1332,FBNC,First Bancorp,2024-01-22,2023-12-31,0.64,USD
3386,SVIN,SVIN,2024-01-22,2023-12-31,,USD
3613,TXN,Texas Instruments Inc,2024-01-22,2023-12-31,1.46,USD
611,BUSE,First Busey Corp,2024-01-22,2023-12-31,0.5,USD
868,COLB,Columbia Banking System Inc,2024-01-22,2023-12-31,0.79,USD
541,BOH,Bank of Hawaii Corp,2024-01-22,2023-12-31,0.92,USD
3346,STBI,STBI,2024-01-22,2023-12-31,,USD
290,ATCMF,ATCMF,2024-01-22,2023-12-31,,USD
3159,SFST,Southern First Bancshares Inc,2024-01-22,2023-12-31,0.37,USD
3158,SFNC,Simmons First National Corp - Class A,2024-01-22,2023-12-31,0.36,USD
1440,FRAF,Franklin Financial Services Corp,2024-01-22,2023-12-31,,USD
1042,DCHRF,DCHRF,2024-01-22,2023-12-31,,CAD
307,ATLO,Ames National Corp,2024-01-22,2023-12-31,,USD
830,CMUV,CMUV,2024-01-22,2023-12-31,,USD
318,AUB,Atlantic Union Bankshares Corp,2024-01-22,2023-12-31,0.75,USD
3694,VBTX,Veritex Holdings Inc,2024-01-22,2023-12-31,0.63,USD
1428,FOR,Forestar Group Inc New,2024-01-22,2023-12-31,0.48,USD
3155,SFBS,ServisFirst Bancshares Inc,2024-01-22,2023-12-31,0.89,USD
1041,DCHRD,DCHRD,2024-01-22,2023-12-31,,CAD
1418,FNB,F.N.B. Corp,2024-01-22,2023-12-31,0.36,USD
2947,RBB,RBB Bancorp,2024-01-22,2023-12-31,0.35,USD
840,CNI,Canadian National Railway Company,2024-01-22,2023-12-31,1.42,CAD
1411,FMBL,FMBL,2024-01-22,2023-12-31,,USD
3628,UBOH,UBOH,2024-01-22,2023-12-31,,USD
864,COF,Capital One Financial Corp,2024-01-22,2023-12-31,2.73,USD
1189,EEIQ,EpicQuest Education Group International Ltd,2024-01-22,2023-12-31,,USD
3668,USAP,Universal Stainless & Alloy Products Inc,2024-01-22,2023-12-31,0.27,USD
1683,HDB,HDFC Bank Ltd,2024-01-22,2023-12-31,0.889,INR
693,CCBG,Capital City Bank Group Inc,2024-01-22,2023-12-31,0.76,USD
3948,ZION,Zions Bancorporation N.A,2024-01-22,2023-12-31,1.03,USD
1718,HLAN,HLAN,2024-01-22,2023-12-31,2.39,USD
2152,LOVFD,LOVFD,2024-01-22,2023-11-30,,CAD
1765,HTBI,HomeTrust Bancshares Inc,2024-01-22,2023-12-31,0.72,USD
142,ALMC,ALMC,2024-01-22,2023-12-31,0,USD
2154,LOVFF,LOVFF,2024-01-22,2023-11-30,,USD
2114,LGO,Largo Inc,2024-01-22,2023-12-31,-0.028,USD
2020,KISB,KISB,2024-01-22,2023-12-31,,USD
3861,WSBC,Wesbanco Inc,2024-01-22,2023-12-31,0.56,USD
2081,LBC,Luther Burbank Corp,2024-01-22,2023-12-31,0.11,USD
1746,HOPE,Hope Bancorp Inc,2024-01-22,2023-12-31,0.25,USD
2136,LMT,Lockheed Martin Corp,2024-01-22,2023-12-31,7.26,USD
1934,IVZ,Invesco Ltd,2024-01-22,2023-12-31,0.38,USD
1795,IBTX,Independent Bank Group Inc,2024-01-22,2023-12-31,0.66,USD
1915,ISRG,Intuitive Surgical Inc,2024-01-22,2023-12-31,1.47,USD
100,AGYS,Agilysys Inc,2024-01-22,2023-12-31,0.26,USD
3847,WNEB,Western New England Bancorp Inc,2024-01-22,2023-12-31,0.14,USD
2172,LRN,Stride Inc,2024-01-22,2023-12-31,1.3,USD
1848,IMRFF,IMRFF,2024-01-22,2023-11-30,,CAD
1372,FFWC,FFWC,2024-01-23,2023-12-31,,USD
357,AXS,Axis Capital Holdings Ltd,2024-01-23,2023-12-31,2.13,USD
358,AXTA,Axalta Coating Systems Ltd,2024-01-23,2023-12-31,0.44,USD
2568,NVEC,NVE Corp,2024-01-23,2023-12-31,,USD
2127,LKFN,Lakeland Financial Corp,2024-01-23,2023-12-31,0.89,USD
3665,URI,United Rentals Inc,2024-01-23,2023-12-31,10.99,USD
1317,EXTR,Extreme Networks Inc,2024-01-23,2023-12-31,0.29,USD
1347,FCOB,FCOB,2024-01-23,2023-12-31,0,USD
2605,OBNK,OBNK,2024-01-23,2023-12-31,,USD
1351,FDBC,Fidelity D&D Bancorp Inc,2024-01-23,2023-12-31,,USD
1349,FCX,Freeport-McMoRan Inc,2024-01-23,2023-12-31,0.34,USD
2631,OILFF,OILFF,2024-01-23,2023-12-31,,CAD
380,BA,Boeing Company,2024-01-23,2023-12-31,-0.91,USD
2105,LEVI,Levi Strauss & Co. Cls A,2024-01-23,2023-11-30,0.43,USD
1785,HXL,Hexcel Corp,2024-01-23,2023-12-31,0.5,USD
1918,ISTR,Investar Holding Corp,2024-01-23,2023-12-31,0.28,USD
617,BWB,Bridgewater Bancshares Inc,2024-01-23,2023-12-31,0.26,USD
2099,LEMIF,LEMIF,2024-01-23,2023-10-31,,CAD
2678,OSBC,Old Second Bancorporation Inc,2024-01-23,2023-12-31,0.54,USD
1793,IBM,International Business Machines Corp,2024-01-23,2023-12-31,3.75,USD
2604,OBK,Origin Bancorp Inc,2024-01-23,2023-12-31,0.62,USD
1386,FINW,FinWise Bancorp,2024-01-23,2023-12-31,0.31,USD
1410,FMBH,First Mid Bancshares Inc,2024-01-23,2023-12-31,0.84,USD
1397,FLEX,Flex Ltd,2024-01-23,2023-12-31,0.58,USD
2369,MPB,Mid Penn Bancorp Inc,2024-01-23,2023-12-31,0.59,USD
1516,GD,General Dynamics Corp,2024-01-23,2023-12-31,4.18,USD
2376,MPX,Marine Products Corp,2024-01-23,2023-12-31,0.19,USD
2170,LRCX,Lam Research Corp,2024-01-23,2023-12-31,7.11,USD
3849,WOLF,Wolfspeed Inc,2024-01-23,2023-12-31,-0.63,USD
730,CFFN,Capitol Federal Financial,2024-01-23,2023-10-31,0.06,USD
677,CBKM,CBKM,2024-01-23,2023-12-31,,USD
1973,JNJ,Johnson & Johnson,2024-01-23,2023-12-31,2.47,USD
1483,FVCB,FVCBankcorp Inc,2024-01-23,2023-12-31,0.2,USD
1480,FUSB,First US Bancshares Inc,2024-01-23,2023-12-31,,USD
2438,NAUH,NAUH,2024-01-23,2023-11-30,0,USD
2442,NBN,Northeast Bank,2024-01-23,2023-12-31,1.61,USD
3228,SLG,SL Green Realty Corp,2024-01-23,2023-12-31,-0.81,USD
2451,NDAQ,Nasdaq Inc - 144A,2024-01-23,2023-12-31,0.69,USD
2464,NEP,NextEra Energy Partners LP,2024-01-23,2023-12-31,-0.01,USD
1458,FSBW,FS Bancorp Inc,2024-01-23,2023-12-31,1.02,USD
2475,NFBK,Northfield Bancorp Inc,2024-01-23,2023-12-31,0.16,USD
2478,NG,Novagold Resources Inc,2024-01-23,2023-11-30,-0.02,USD
1441,FRBA,First Bank (NJ),2024-01-23,2023-12-31,0.39,USD
2144,LOB,Live Oak Bancshares Inc,2024-01-23,2023-12-31,0.51,USD
1426,FNWD,Finward Bancorp,2024-01-23,2023-12-31,0.46,USD
1416,FMNB,Farmers National Banc Corp,2024-01-23,2023-12-31,0.35,USD
3686,UVSP,Univest Financial Corp,2024-01-23,2023-12-31,0.47,USD
2528,NOW,ServiceNow Inc,2024-01-23,2023-12-31,2.79,USD
2542,NSC,Norfolk Southern Corp,2024-01-23,2023-12-31,2.85,USD
669,CATY,Cathay General Bancorp,2024-01-23,2023-12-31,1.08,USD
2460,NEE,NextEra Energy Inc,2024-01-23,2023-12-31,0.52,USD
3614,TXT,Textron Inc,2024-01-23,2023-12-31,1.55,USD
2717,PB,Prosperity Bancshares Inc,2024-01-23,2023-12-31,1.19,USD
1284,ESSA,ESSA Bancorp Inc,2024-01-23,2023-12-31,0.46,USD
3153,SF,Stifel Financial Corp,2024-01-23,2023-12-31,1.38,USD
2981,RES,RPC Inc,2024-01-23,2023-12-31,0.21,USD
555,BPOP,Popular Inc,2024-01-23,2023-12-31,1.31,USD
61,ADP,Automatic Data Processing Inc,2024-01-23,2023-12-31,2.11,USD
986,CVLG,Covenant Logistics Group Inc - Class A,2024-01-23,2023-12-31,1.04,USD
982,CVBF,CVB Financial Corp,2024-01-23,2023-12-31,0.39,USD
562,BRBW,BRBW,2024-01-23,2023-12-31,,USD
980,CVALF,CVALF,2024-01-23,2023-12-31,,CAD
3010,RJF,Raymond James Financial Inc,2024-01-23,2023-12-31,2.25,USD
3014,RLI,RLI Corp,2024-01-23,2023-12-31,1.45,USD
567,BRKL,Brookline Bancorp Inc,2024-01-23,2023-12-31,0.23,USD
969,CUBI,Customers Bancorp Inc,2024-01-23,2023-12-31,1.81,USD
3431,TCBK,Trico Bancshares,2024-01-23,2023-12-31,0.83,USD
3024,RMR,RMR Group Inc (The) - Class A,2024-01-23,2023-12-31,0.43,USD
3423,TBBA,TBBA,2024-01-23,2023-12-31,,USD
943,CSX,CSX Corp,2024-01-23,2023-12-31,0.44,USD
3144,SEIC,SEI Investments Company,2024-01-23,2023-12-31,0.88,USD
29,ABT,Abbott Laboratories,2024-01-23,2023-12-31,1.19,USD
3415,T,AT&T Inc,2024-01-23,2023-12-31,0.56,USD
930,CSHX,CSHX,2024-01-23,2023-12-31,,USD
3403,SYBT,Stock Yards Bancorp Inc,2024-01-23,2023-12-31,0.85,USD
3373,STX,Seagate Technology Holdings Plc,2024-01-23,2023-12-31,-0.09,USD
3086,SABK,SABK,2024-01-23,2023-12-31,0.28,USD
886,CPKF,CPKF,2024-01-23,2023-12-31,0.79,USD
885,CPF,Central Pacific Financial Corp,2024-01-23,2023-12-31,0.48,USD
3092,SAL,SAL,2024-01-23,2023-12-31,,USD
865,COFS,Choiceone Financial Services Inc,2024-01-23,2023-12-31,0.64,USD
2004,KDKGF,KDKGF,2024-01-23,2023-11-30,,CAD
850,CNS,Cohen & Steers Inc,2024-01-23,2023-12-31,0.64,USD
3453,TER,Teradyne Inc,2024-01-23,2023-12-31,0.72,USD
546,BOOT,Boot Barn Holdings Inc,2024-01-23,2023-12-31,1.73,USD
643,CACI,Caci International Inc,2024-01-23,2023-12-31,4.56,USD
3462,TFIN,Triumph Financial Inc,2024-01-23,2023-12-31,0.42,USD
679,CBNK,Capital Bancorp Inc,2024-01-23,2023-12-31,0.62,USD
1282,ESQ,Esquire Financial Holdings Inc,2024-01-23,2023-12-31,1.15,USD
1270,ERIC,Telefonaktiebolaget L M Ericsson,2024-01-23,2023-12-31,0.1137,SEK
1263,EQBK,Equity Bancshares Inc - Class A,2024-01-23,2023-12-31,0.72,USD
2085,LC,LendingClub Corp,2024-01-23,2023-12-31,0.01,USD
3581,TSLA,Tesla Inc,2024-01-23,2023-12-31,0.75,USD
2083,LBRT,Liberty Energy Inc - Class A,2024-01-23,2023-12-31,0.58,USD
2763,PFBX,PFBX,2024-01-23,2023-12-31,,USD
2776,PG,Procter & Gamble Company,2024-01-23,2023-12-31,1.7,USD
786,CLBK,Columbia Financial Inc,2024-01-23,2023-12-31,0.07,USD
3193,SIFY,Sify Technologies Ltd,2024-01-23,2023-12-31,,INR
662,CASH,Pathward Financial Inc,2024-01-23,2023-12-31,1.24,USD
2801,PKG,Packaging Corp Of America,2024-01-23,2023-12-31,1.79,USD
1222,ELV,Elevance Health Inc,2024-01-23,2023-12-31,5.6,USD
1287,ETD,Ethan Allen Interiors Inc,2024-01-23,2023-12-31,0.76,USD
798,CLS,Celestica Inc,2024-01-23,2023-12-31,0.67,USD
2817,PLXS,Plexus Corp,2024-01-23,2023-12-31,1.24,USD
1910,IRVRF,IRVRF,2024-01-23,2023-11-30,,CAD
1186,EDXC,EDXC,2024-01-23,2023-12-31,0,USD
3895,XM,XM,2024-01-23,2023-12-31,,USD
2866,PRRFY,PRRFY,2024-01-23,2023-12-31,0,GBP
654,CALX,Calix Inc,2024-01-23,2023-12-31,0.36,USD
2877,PRZM,PRZM,2024-01-23,2023-12-31,0,USD
2879,PSBQ,PSBQ,2024-01-23,2023-12-31,,USD
1856,INBK,First Internet Bancorp,2024-01-23,2023-12-31,0.31,USD
1066,DGNOF,DGNOF,2024-01-23,2023-12-31,,CAD
91,AGFMF,AGFMF,2024-01-23,2023-11-30,,CAD
3357,STLD,Steel Dynamics Inc,2024-01-23,2023-12-31,2.37,USD
543,BOKF,BOK Financial Corp,2024-01-23,2023-12-31,1.68,USD
2030,KMB,Kimberly-Clark Corp,2024-01-23,2023-12-31,1.53,USD
458,BFST,Business First Bancshares Inc,2024-01-23,2023-12-31,0.59,USD
216,APGI,APGI,2024-01-23,2023-12-31,0,USD
618,BWFG,Bankwell Financial Group Inc,2024-01-23,2023-12-31,0.87,USD
696,CCI,Crown Castle Inc,2024-01-23,2023-12-31,0.76,USD
3800,WASH,Washington Trust Bancorp Inc,2024-01-23,2023-12-31,0.57,USD
2345,MNRO,Monro Inc,2024-01-23,2023-12-31,0.39,USD
1633,GSBC,Great Southern Bancorp Inc,2024-01-23,2023-12-31,1.15,USD
148,ALSMY,ALSMY,2024-01-23,2023-12-31,0,EUR
1667,HARL,HARL,2024-01-23,2023-12-31,,USD
2192,LVS,Las Vegas Sands Corp,2024-01-23,2023-12-31,0.62,USD
2240,MCBC,Macatawa Bank Corp,2024-01-23,2023-12-31,0.31,USD
3791,VZ,Verizon Communications Inc,2024-01-23,2023-12-31,1.08,USD
2252,MCURF,MCURF,2024-01-23,2023-11-30,,USD
1694,HES,Hess Corporation,2024-01-23,2023-12-31,1.83,USD
1665,HAIVF,HAIVF,2024-01-23,2023-10-31,,CAD
1677,HBT,HBT Financial Inc,2024-01-23,2023-12-31,0.59,USD
2320,MKTX,MarketAxess Holdings Inc,2024-01-23,2023-12-31,1.57,USD
146,ALRS,Alerus Financial Corp,2024-01-23,2023-12-31,0.29,USD
1613,GPI,Group 1 Automotive Inc,2024-01-23,2023-12-31,10.46,USD
173,AMP,Ameriprise Financial Inc,2024-01-23,2023-12-31,7.66,USD
1674,HBNC,Horizon Bancorp Inc (IN),2024-01-23,2023-12-31,0.31,USD
1651,GUYGF,GUYGF,2024-01-23,2023-11-30,,CAD
2670,ORI,Old Republic International Corp,2024-01-24,2023-12-31,0.72,USD
2768,PFIS,Peoples Financial Services Corp,2024-01-24,2023-12-31,0.89,USD
3863,WSFS,WSFS Financial Corp,2024-01-24,2023-12-31,1.05,USD
1949,JBLU,Jetblue Airways Corp,2024-01-24,2023-12-31,-0.4,USD
1415,FMFG,FMFG,2024-01-24,2023-12-31,,USD
2522,NOC,Northrop Grumman Corp,2024-01-24,2023-12-31,5.79,USD
2313,MKC,McCormick & Co. Inc (Non Voting),2024-01-24,2023-11-30,0.8,USD
1308,EWBC,East West Bancorp Inc,2024-01-24,2023-12-31,1.98,USD
1312,EXP,Eagle Materials Inc,2024-01-24,2023-12-31,3.55,USD
3021,RMD,Resmed Inc,2024-01-24,2023-12-31,1.79,USD
2534,NRIM,Northrim Bancorp Inc,2024-01-24,2023-12-31,1.08,USD
3175,SHBI,Shore Bancshares Inc,2024-01-24,2023-12-31,0.32,USD
2681,OSIS,OSI Systems Inc,2024-01-24,2023-12-31,1.74,USD
3432,TCBX,Third Coast Bancshares Inc,2024-01-24,2023-12-31,0.49,USD
3625,UBCP,United Bancorp Inc (Martins Ferry OH),2024-01-24,2023-12-31,,USD
3018,RMBI,Richmond Mutual Bancorporation Inc,2024-01-24,2023-12-31,,USD
2549,NTCT,Netscout Systems Inc,2024-01-24,2023-12-31,0.43,USD
753,CHMG,Chemung Financial Corp,2024-01-24,2023-12-31,1.1,USD
1398,FLIC,First Of Long Island Corp,2024-01-24,2023-12-31,0.25,USD
3577,TSCO,Tractor Supply Company,2024-01-24,2023-12-31,2.24,USD
1766,HTBK,Heritage Commerce Corp,2024-01-24,2023-12-31,0.24,USD
1767,HTH,Hilltop Holdings Inc,2024-01-24,2023-12-31,0.39,USD
2561,NUE,Nucor Corp,2024-01-24,2023-12-31,3.04,USD
3689,V,Visa Inc - Class A,2024-01-24,2023-12-31,2.34,USD
3862,WSBF,Waterstone Financial Inc,2024-01-24,2023-12-31,0.17,USD
3429,TBNK,Territorial Bancorp Inc,2024-01-24,2023-12-31,0.1,USD
1425,FNWB,First Northwest Bancorp,2024-01-24,2023-12-31,0.2,USD
2702,PACW,Pacwest Bancorp,2024-01-24,2023-12-31,-0.11,USD
1456,FRST,Primis Financial Corp,2024-01-24,2023-12-31,0.3,USD
45,ACNB,ACNB Corp,2024-01-24,2023-12-31,0.93,USD
2220,MATW,Matthews International Corp - Class A,2024-01-24,2023-12-31,0.54,USD
21,ABCB,Ameris Bancorp,2024-01-24,2023-12-31,1.1,USD
2777,PGC,Peapack-Gladstone Financial Corp,2024-01-24,2023-12-31,0.45,USD
3472,THBD,THBD,2024-01-24,2023-12-31,,USD
1450,FRME,First Merchants Corp,2024-01-24,2023-12-31,0.87,USD
1876,INTC,Intel Corp,2024-01-24,2023-12-31,0.45,USD
2691,OVBC,Ohio Valley Banc Corp,2024-01-24,2023-12-31,,USD
2206,MA,Mastercard Incorporated - Class A,2024-01-24,2023-12-31,3.08,USD
736,CFR,Cullen Frost Bankers Inc,2024-01-24,2023-12-31,2.08,USD
3036,ROK,Rockwell Automation Inc,2024-01-24,2023-12-31,2.61,USD
2090,LCNB,LCNB Corp,2024-01-24,2023-12-31,0.36,USD
673,CBFV,CB Financial Services Inc,2024-01-24,2023-12-31,0.57,USD
2501,NJDCY,NJDCY,2024-01-24,2023-12-31,0.1382,JPY
3424,TBBK,Bancorp Inc (The),2024-01-24,2023-12-31,0.95,USD
651,CALB,California Bancorp,2024-01-24,2023-12-31,0.61,USD
57,ADM,Archer Daniels Midland Company,2024-01-24,2023-12-31,1.66,USD
2079,LBAI,Lakeland Bancorp Inc,2024-01-24,2023-12-31,0.32,USD
671,CBAN,Colony Bankcorp Inc,2024-01-24,2023-12-31,0.33,USD
3860,WRLD,World Acceptance Corp,2024-01-24,2023-12-31,1.79,USD
3858,WRB,W.R. Berkley Corp,2024-01-24,2023-12-31,1.37,USD
1789,HZO,Marinemax Inc,2024-01-24,2023-12-31,0.51,USD
2201,LZAGY,LZAGY,2024-01-24,2023-12-31,0.9733,CHF
